,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
88,1239826381107650560,1239826381107650560,2020-03-17,16:10:18,23805402,nancycnbc,Nancy Hungerford,,"#coronavirus comes full circle in Singapore - after a period of calm, 6 weeks on from a short burst of panic-buying, we’re back at it due to fears of imported cases  https://t.co/S4xUj4ajnN",en,[],[],['https://pbs.twimg.com/media/ETS_hTVUwAAaXWw.jpg'],1,3,4,['coronavirus'],https://twitter.com/NancyCNBC/status/1239826381107650560,1,[],"['come', 'full', 'circl', 'singapor', 'period', 'calm', 'week', 'short', 'burst', 'back', 'due', 'fear', 'import', 'case']","#coronavirus comes full circle in Singapore - after a period of calm, 6 weeks on from a short burst of panic-buying, we’re back at it due to fears of imported cases  https://t.co/S4xUj4ajnN"
90,1239816635709394945,1239816635709394945,2020-03-17,15:31:35,8934712,izreloaded,IZ Reloaded,,Panic buying in Malaysia and Singapore. This Malaysian guy has his priorities right. #COVID19 #coronavirus  https://t.co/hxQsf35feb,en,[],[],['https://pbs.twimg.com/media/ETS2p8qX0AE6Nyp.jpg'],2,0,1,"['covid19', 'coronavirus']",https://twitter.com/izreloaded/status/1239816635709394945,1,[],"['panic', 'buy', 'malaysia', 'singapor', 'malaysian', 'guy', 'prioriti', 'right']",Panic buying in Malaysia and Singapore. This Malaysian guy has his priorities right. #COVID19 #coronavirus  https://t.co/hxQsf35feb
92,1239796846874124291,1239796846874124291,2020-03-17,14:12:57,443526313,direzaque,Arbs_90,,Horrendous q’s at the ntuc. Sg on panic buying mode again😑😑😑. Then later food bought will go on carousel again 1 pkt of maggi will go at $50😒. Such a disgraceful act,en,[],[],[],0,0,0,[],https://twitter.com/diRezaQue/status/1239796846874124291,0,[],"['horrend', 'q', 'ntuc', 'sg', 'panic', 'buy', 'mode', 'later', 'food', 'bought', 'go', 'carousel', 'pkt', 'maggi', 'go', 'disgrac', 'act']",Horrendous q’s at the ntuc. Sg on panic buying mode again:expressionless_face::expressionless_face::expressionless_face:. Then later food bought will go on carousel again 1 pkt of maggi will go at $50:unamused_face:. Such a disgraceful act
93,1239789182454599681,1239789182454599681,2020-03-17,13:42:29,20712985,tanandre,Andre,,"Singaporeans at 10pm till past midnight yesterday panic buying instant noodles, eggs, veg and toilet paper at supermarkets:  *shelves empty (naturally)*  *panic again cos empty shelves = all sold out*  *starts posting photos on social media of empty shelves &amp; long queues*  🤦‍♂️",en,[],[],[],0,0,1,[],https://twitter.com/tanandre/status/1239789182454599681,0,[],"['singaporean', 'till', 'past', 'midnight', 'yesterday', 'panic', 'buy', 'instant', 'noodl', 'egg', 'veg', 'toilet', 'paper', 'supermarket', 'shelv', 'empti', 'natur', 'panic', 'co', 'empti', 'shelv', 'sold', 'start', 'post', 'photo', 'social', 'media', 'empti', 'shelv', 'amp', 'long', 'queue']","Singaporeans at 10pm till past midnight yesterday panic buying instant noodles, eggs, veg and toilet paper at supermarkets:  *shelves empty (naturally)*  *panic again cos empty shelves = all sold out*  *starts posting photos on social media of empty shelves &amp; long queues*  :man_facepalming:"
95,1239785238601089025,1239785238601089025,2020-03-17,13:26:49,14918574,ianlow32,ianlow32,"{'type': 'Point', 'coordinates': [1.339346, 103.953072]}","Yong tau foo. Taking a walk around your neighbourhood, today the supermarkets are still relatively calm. Despite an increase in traffic, it’s nowhere near panic buying levels from what we have observe, some may be…  https://t.co/I5IPKdK1vN",en,[],['https://www.instagram.com/p/B90q6XIBcnm/?igshid=wk2njujk6a0c'],[],0,0,0,[],https://twitter.com/ianlow32/status/1239785238601089025,0,[],"['yong', 'tau', 'foo', 'take', 'walk', 'around', 'neighbourhood', 'today', 'supermarket', 'still', 'rel', 'calm', 'despit', 'increas', 'traffic', 'nowher', 'near', 'panic', 'buy', 'level', 'observ', 'may']","Yong tau foo. Taking a walk around your neighbourhood, today the supermarkets are still relatively calm. Despite an increase in traffic, it’s nowhere near panic buying levels from what we have observe, some may be…  https://t.co/I5IPKdK1vN"
96,1239774863637635072,1239700989352923136,2020-03-17,12:45:36,155115538,bigdickbangla,iffat🇧🇩,,@tyasiglesias LMAO i was thinking more of the panic buying shit but these twitter games be valid,en,[],[],[],0,0,0,[],https://twitter.com/BIGDICKBANGLA/status/1239774863637635072,0,"[{'screen_name': 'tyasiglesias', 'name': '#boywonder', 'id': '1159113841118027776'}]","['lmao', 'think', 'panic', 'buy', 'shit', 'twitter', 'game', 'valid']",@tyasiglesias LMAO i was thinking more of the panic buying shit but these twitter games be valid
99,1239761405667987462,1239761405667987462,2020-03-17,11:52:07,1040913483745751040,fatimashahrull,FATIMASHAHRUL EMPIRE,,Panic buying at Johor Bahru is so crazy,en,[],[],[],0,0,0,[],https://twitter.com/fatimashahrull/status/1239761405667987462,0,[],"['panic', 'buy', 'johor', 'bahru', 'crazi']",Panic buying at Johor Bahru is so crazy
100,1239752047110451200,1239752047110451200,2020-03-17,11:14:56,1076703762,loges__rao,C J L,,we laughed at singapore for panic buying and look at us now,en,[],[],[],0,1,3,[],https://twitter.com/loges__rao/status/1239752047110451200,0,[],"['laugh', 'singapor', 'panic', 'buy', 'look', 'us']",we laughed at singapore for panic buying and look at us now
101,1239739509274624000,1239739509274624000,2020-03-17,10:25:06,633515282,1mpzz,Nic ニコラス,,"Woah, the queue at the supermarket is longer than the one at the lottery booth. #covid19 #singaporepools #panicbuying #singapore #pandemic #sg",en,[],[],[],0,0,0,"['covid19', 'singaporepools', 'panicbuying', 'singapore', 'pandemic', 'sg']",https://twitter.com/1mpzz/status/1239739509274624000,0,[],"['woah', 'queue', 'supermarket', 'longer', 'one', 'lotteri', 'booth']","Woah, the queue at the supermarket is longer than the one at the lottery booth. #covid19 #singaporepools #panicbuying #singapore #pandemic #sg"
102,1239736777578926080,1239736777578926080,2020-03-17,10:14:15,46248525,eugenioferrante,Eugenio Ferrante,,"Right now in #Singapore: My mom (who is here since Jan 24 and won’t go back to #Italy anytime soon) just called me from the #supermarket asking if there is any bad news. Apparently there is #panicbuying again. She left without buying anything, too many people... #covin19",en,[],[],[],2,0,2,"['singapore', 'italy', 'supermarket', 'panicbuying', 'covin19']",https://twitter.com/eugenioferrante/status/1239736777578926080,0,[],"['right', 'mom', 'sinc', 'jan', 'go', 'back', 'anytim', 'soon', 'call', 'ask', 'bad', 'news', 'appar', 'left', 'without', 'buy', 'anyth', 'mani', 'peopl']","Right now in #Singapore: My mom (who is here since Jan 24 and won’t go back to #Italy anytime soon) just called me from the #supermarket asking if there is any bad news. Apparently there is #panicbuying again. She left without buying anything, too many people... #covin19"
104,1239692400693366784,1239692400693366784,2020-03-17,07:17:55,704321450,_wombatwarlock,Nelson,,People be panic buying stuff like toilet paper but my mum here just bought six tubs of ice cream. Noice.  https://t.co/6DJE90FVsb,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETRFqXTWAAMvyko.jpg'],0,0,3,[],https://twitter.com/_WombatWarlock/status/1239692400693366784,1,[],"['peopl', 'panic', 'buy', 'stuff', 'like', 'toilet', 'paper', 'mum', 'bought', 'six', 'tub', 'ice', 'cream', 'noic']",People be panic buying stuff like toilet paper but my mum here just bought six tubs of ice cream. Noice.  https://t.co/6DJE90FVsb
105,1239596012580175872,1239596012580175872,2020-03-17,00:54:54,20900737,andrewhahalee,Andrew Haha Lee,"{'type': 'Point', 'coordinates': [1.34, 103.7]}",People do know that food stockpile bought on the same day are gonna expire on the same day right? Lmao.  #coronavirus #panicbuying #COVID19 #singapore,en,[],[],[],0,0,1,"['coronavirus', 'panicbuying', 'covid19', 'singapore']",https://twitter.com/andrewhahalee/status/1239596012580175872,0,[],"['peopl', 'know', 'food', 'stockpil', 'bought', 'day', 'gon', 'na', 'expir', 'day', 'right', 'lmao']",People do know that food stockpile bought on the same day are gonna expire on the same day right? Lmao.  #coronavirus #panicbuying #COVID19 #singapore
106,1239589555973410817,1239589555973410817,2020-03-17,00:29:15,633515282,1mpzz,Nic ニコラス,,Panic buying part 2 has begun. #covid19 #singapore #sg,en,[],[],[],0,0,0,"['covid19', 'singapore', 'sg']",https://twitter.com/1mpzz/status/1239589555973410817,0,[],"['panic', 'buy', 'part', 'begun']",Panic buying part 2 has begun. #covid19 #singapore #sg
107,1239584772977881088,1239584772977881088,2020-03-17,00:10:14,1128989622464200704,aliisbk1,AliciaCtheWorld,,This is going to trigger another round of panic buying in Singapore and manpower crunch.,en,[],[],[],0,0,0,[],https://twitter.com/AliIsBk1/status/1239584772977881088,0,[],"['go', 'trigger', 'anoth', 'round', 'panic', 'buy', 'singapor', 'manpow', 'crunch']",This is going to trigger another round of panic buying in Singapore and manpower crunch.
108,1239582119828979712,1239582119828979712,2020-03-16,23:59:42,45474858,shootingestar,Marcos Not A Hero,,2nd round of Panic Buying here in SG due to Malaysia lockdown.,en,[],[],[],1,0,0,[],https://twitter.com/shootingestar/status/1239582119828979712,0,[],"['round', 'panic', 'buy', 'sg', 'due', 'malaysia', 'lockdown']",2nd round of Panic Buying here in SG due to Malaysia lockdown.
114,1239472956146774016,1239472956146774016,2020-03-16,16:45:55,432074219,mbspinks,Michael Spinks,,"I went to the grocery store at 2:30pm on a Monday. The place was a lot busier than normal. Like people are sensing another panic buying spree ahead of Singapore's latest jump of 24 COVID19 cases. Me? Just stocking up on wine, whiskey &amp; a few rolls of toilet paper just in case. 😷",en,[],[],[],1,0,1,[],https://twitter.com/mbspinks/status/1239472956146774016,0,[],"['went', 'groceri', 'store', 'monday', 'place', 'lot', 'busier', 'normal', 'like', 'peopl', 'sens', 'anoth', 'panic', 'buy', 'spree', 'ahead', 'singapor', 'latest', 'jump', 'case', 'stock', 'wine', 'whiskey', 'amp', 'roll', 'toilet', 'paper', 'case']","I went to the grocery store at 2:30pm on a Monday. The place was a lot busier than normal. Like people are sensing another panic buying spree ahead of Singapore's latest jump of 24 COVID19 cases. Me? Just stocking up on wine, whiskey &amp; a few rolls of toilet paper just in case. :face_with_medical_mask:"
115,1239288671141941248,1239288671141941248,2020-03-16,04:33:38,3312571220,yehnomaybe,yehnomaybe,,This panic buying has to stop @realDonaldTrump #CoronaVirusUpdates #panicshopping  https://t.co/Cm9SItoE8x,en,"[{'screen_name': 'realdonaldtrump', 'name': 'donald j. trump', 'id': '25073877'}]",['https://www.ft.com/content/cf7ec42a-66bb-11ea-800d-da70cff6e4d3'],[],0,0,0,"['coronavirusupdates', 'panicshopping']",https://twitter.com/yehnomaybe/status/1239288671141941248,0,[],"['panic', 'buy', 'stop']",This panic buying has to stop @realDonaldTrump #CoronaVirusUpdates #panicshopping  https://t.co/Cm9SItoE8x
116,1238858772371525632,1238858772371525632,2020-03-15,00:05:22,306217653,mgnpunzalan,Martin Punzalan,,Thanks to whoever printed this!  Please avoid panic buying 🙏🏻  #COVIDー19 #Choronavirus #Philippines #panicbuying #nCoV19  https://t.co/ILslM8O6PJ,en,[],[],['https://pbs.twimg.com/media/ETFPecrUYAACWDf.jpg'],0,0,0,"['covidー19', 'choronavirus', 'philippines', 'panicbuying', 'ncov19']",https://twitter.com/MGNPunzalan/status/1238858772371525632,1,[],"['thank', 'whoever', 'print', 'pleas', 'avoid', 'panic', 'buy']",Thanks to whoever printed this!  Please avoid panic buying :folded_hands_light_skin_tone:  #COVIDー19 #Choronavirus #Philippines #panicbuying #nCoV19  https://t.co/ILslM8O6PJ
117,1237867104675610625,1237837268724809728,2020-03-12,06:24:50,15629168,anagha_sg,Anagha,,@amritajc Haha.. so it’s spread there too??.. the panic buying.. it happened here in SG for about 2 days &amp; then govt put in restrictions. Things are normal now!🤦‍♀️ But such irresponsible and anti social behavior this is !!,en,[],[],[],1,0,1,[],https://twitter.com/anagha_SG/status/1237867104675610625,0,"[{'screen_name': 'amritajc', 'name': 'Amu 🌸🦋', 'id': '381945050'}]","['haha', 'spread', 'panic', 'buy', 'happen', 'sg', 'day', 'amp', 'govt', 'put', 'restrict', 'thing', 'normal', 'irrespons', 'anti', 'social', 'behavior']",@amritajc Haha.. so it’s spread there too??.. the panic buying.. it happened here in SG for about 2 days &amp; then govt put in restrictions. Things are normal now!:woman_facepalming: But such irresponsible and anti social behavior this is !!
118,1236930268021182464,1236640279605555202,2020-03-09,16:22:11,61984753,danogunshakin,Dan Ogunshakin,,@CouchNish You guys are behind the 8-ball. We had our toilet roll panic buying weeks ago!!,en,[],[],[],1,0,3,[],https://twitter.com/DanOgunshakin/status/1236930268021182464,0,"[{'screen_name': 'CouchNish', 'name': 'Couch Nish', 'id': '1012721484412801024'}]","['guy', 'behind', 'toilet', 'roll', 'panic', 'buy', 'week', 'ago']",@CouchNish You guys are behind the 8-ball. We had our toilet roll panic buying weeks ago!!
119,1236819369709015041,1236819369709015041,2020-03-09,09:01:31,121646471,waynegkline,Wayne Kline,,"Toilet Paper 🧻 is safe in Melbourne, Australia 🇦🇺 #toiletpaperpanicbuying #toiletpapergate #toiletpaperwars #panicbuying #ToiletPaperApocalypse #coronavirusaus #Melbourne #COVIDー19 #australia  https://t.co/WyNC1qNAxn",en,[],[],['https://pbs.twimg.com/media/ESoQpnTUcAA-fu2.jpg'],2,1,5,"['toiletpaperpanicbuying', 'toiletpapergate', 'toiletpaperwars', 'panicbuying', 'toiletpaperapocalypse', 'coronavirusaus', 'melbourne', 'covidー19', 'australia']",https://twitter.com/WayneGKline/status/1236819369709015041,1,[],"['toilet', 'paper', 'safe', 'melbourn', 'australia']","Toilet Paper :roll_of_paper: is safe in Melbourne, Australia :Australia: #toiletpaperpanicbuying #toiletpapergate #toiletpaperwars #panicbuying #ToiletPaperApocalypse #coronavirusaus #Melbourne #COVIDー19 #australia  https://t.co/WyNC1qNAxn"
120,1236627479533502464,1236259386366013440,2020-03-08,20:19:01,134866460,davidjrainey,David Rainey 🇸🇬,,"@socintuk You might want to take a look at Hong Kong. About a month ago a rumour started there that if they closed the border with China, they’d run out of TP in 2 days. This provoked panic buying and when Singapore moved to DORSCON Orange the TP panic buying was repeated here. And now ROW",en,[],[],[],1,0,0,[],https://twitter.com/davidjrainey/status/1236627479533502464,0,"[{'screen_name': 'socintuk', 'name': 'SOCINT', 'id': '783924280144826368'}]","['might', 'want', 'take', 'look', 'hong', 'kong', 'month', 'ago', 'rumour', 'start', 'close', 'border', 'china', 'run', 'tp', 'day', 'provok', 'panic', 'buy', 'singapor', 'move', 'dorscon', 'orang', 'tp', 'panic', 'buy', 'repeat', 'row']","@socintuk You might want to take a look at Hong Kong. About a month ago a rumour started there that if they closed the border with China, they’d run out of TP in 2 days. This provoked panic buying and when Singapore moved to DORSCON Orange the TP panic buying was repeated here. And now ROW"
121,1236540512292810753,1236540512292810753,2020-03-08,14:33:26,797769337960591360,lewiscoxealing,Lewis,,A Singaporean taxi driver just laughed in my face when I told her British people are panic buying toilet paper because of #COVIDー19.  😐🤔🤨,en,[],[],[],0,3,12,['covidー19'],https://twitter.com/LewisCoxEaling/status/1236540512292810753,0,[],"['singaporean', 'taxi', 'driver', 'laugh', 'face', 'told', 'british', 'peopl', 'panic', 'buy', 'toilet', 'paper']",A Singaporean taxi driver just laughed in my face when I told her British people are panic buying toilet paper because of #COVIDー19.  :neutral_face::thinking_face::face_with_raised_eyebrow:
122,1236174266686509056,1236174266686509056,2020-03-07,14:18:06,121646471,waynegkline,Wayne Kline,,"This is absolutely embarrassing and not just restricted to idiots in Australia, but this is just so un-Australian. From everything I have read &amp; heard, Coronavirus does not cause Diarrhea! #panicbuying #toiletpaperpanic #australia #coronavirus #COVIDー19",en,[],[],[],1,0,2,"['panicbuying', 'toiletpaperpanic', 'australia', 'coronavirus', 'covidー19']",https://twitter.com/WayneGKline/status/1236174266686509056,0,[],"['absolut', 'embarrass', 'restrict', 'idiot', 'australia', 'everyth', 'read', 'amp', 'heard', 'coronaviru', 'caus', 'diarrhea']","This is absolutely embarrassing and not just restricted to idiots in Australia, but this is just so un-Australian. From everything I have read &amp; heard, Coronavirus does not cause Diarrhea! #panicbuying #toiletpaperpanic #australia #coronavirus #COVIDー19"
123,1235757770755866624,1235757770755866624,2020-03-06,10:43:06,1237121,longwelsh,Ed Truckell,,"Regarding this panic buying, I don’t understand why there’s a run on toilet paper? You’re not going to poop yourself to death. There’s plenty of other cases where you will but not this.",en,[],[],[],0,0,1,[],https://twitter.com/longwelsh/status/1235757770755866624,0,[],"['regard', 'panic', 'buy', 'understand', 'run', 'toilet', 'paper', 'go', 'poop', 'death', 'plenti', 'case']","Regarding this panic buying, I don’t understand why there’s a run on toilet paper? You’re not going to poop yourself to death. There’s plenty of other cases where you will but not this."
124,1235003946223071232,1234939529473200129,2020-03-04,08:47:40,23805402,nancycnbc,Nancy Hungerford,,"@contessabrewer My mom sent 4 boxes of Clorox and hand wipes from US to Singapore a month ago during peak panic buying here, now I’m worried she may want them back the way things are going 🌎 🤦‍♀️",en,[],[],[],0,0,2,[],https://twitter.com/NancyCNBC/status/1235003946223071232,0,"[{'screen_name': 'contessabrewer', 'name': 'Contessa Brewer', 'id': '16456599'}]","['mom', 'sent', 'box', 'clorox', 'hand', 'wipe', 'us', 'singapor', 'month', 'ago', 'peak', 'panic', 'buy', 'worri', 'may', 'want', 'back', 'way', 'thing', 'go']","@contessabrewer My mom sent 4 boxes of Clorox and hand wipes from US to Singapore a month ago during peak panic buying here, now I’m worried she may want them back the way things are going :globe_showing_Americas: :woman_facepalming:"
125,1234142132564185088,1234072970500476928,2020-03-01,23:43:08,43050247,yazbanz,𝕐𝔹 Ö^Ø,,@abearfromSEA @rennardho Like what? Panic buying?,en,[],[],[],1,0,0,[],https://twitter.com/yazbanz/status/1234142132564185088,0,"[{'screen_name': 'abearfromSEA', 'name': 'Bear', 'id': '91025651'}, {'screen_name': 'rennardho', 'name': 'Zhaoxian', 'id': '317081288'}]","['like', 'panic', 'buy']",@abearfromSEA @rennardho Like what? Panic buying?
126,1231558390150680581,1231558390150680581,2020-02-23,20:36:16,121646471,waynegkline,Wayne Kline,,Good to see the Supermarket is back to normal. Fully stocked and not 10 deep at each register. #panicbuying #tanglinmall #singapore  https://t.co/mtmuMM21E4,en,[],[],['https://pbs.twimg.com/media/ERdf0paUEAEzx4a.jpg'],0,1,4,"['panicbuying', 'tanglinmall', 'singapore']",https://twitter.com/WayneGKline/status/1231558390150680581,1,[],"['good', 'see', 'supermarket', 'back', 'normal', 'fulli', 'stock', 'deep', 'regist']",Good to see the Supermarket is back to normal. Fully stocked and not 10 deep at each register. #panicbuying #tanglinmall #singapore  https://t.co/mtmuMM21E4
127,1231107903647432704,1231107903647432704,2020-02-22,14:46:11,90597912,poortan,poor tan,,"Hong Kong netizens offended by Chan Chun Sing’s “disgraceful” remarks, saying Singapore do not understand Hong Kong’s actual situation  https://t.co/gOp4FAPBtj panic buying  happens here..so idiots apply to them? For a minister to speak this way is like talking down to soldiers",en,[],['https://www.theonlinecitizen.com/2020/02/20/hong-kong-netizens-offended-by-chan-chun-sings-disgraceful-remarks-saying-singapore-do-not-understand-hong-kongs-actual-situation/'],[],0,0,0,[],https://twitter.com/poortan/status/1231107903647432704,0,[],"['hong', 'kong', 'netizen', 'offend', 'chan', 'chun', 'sing', 'disgrac', 'remark', 'say', 'singapor', 'understand', 'hong', 'kong', 'actual', 'situat', 'panic', 'buy', 'happen', 'idiot', 'appli', 'minist', 'speak', 'way', 'like', 'talk', 'soldier']","Hong Kong netizens offended by Chan Chun Sing’s “disgraceful” remarks, saying Singapore do not understand Hong Kong’s actual situation  https://t.co/gOp4FAPBtj panic buying  happens here..so idiots apply to them? For a minister to speak this way is like talking down to soldiers"
128,1229643467074093056,1229643467074093056,2020-02-18,13:47:02,4785314062,culturedf,Dave / Cultured Left Foot,,"Home Town Hero episode 6 of Seaosn 6 and Folkestone Invicta (@FIFC) are at the end of the January transfer window....   I’m not panic buying, you are!    https://t.co/Z9FF6tzbWO",en,"[{'screen_name': 'fifc', 'name': 'folkestone invicta', 'id': '71055605'}]",['https://youtu.be/5cAD5tCAHMw'],[],0,1,2,[],https://twitter.com/CulturedF/status/1229643467074093056,0,[],"['home', 'town', 'hero', 'episod', 'seaosn', 'folkeston', 'invicta', 'end', 'januari', 'transfer', 'window', 'panic', 'buy']","Home Town Hero episode 6 of Seaosn 6 and Folkestone Invicta (@FIFC) are at the end of the January transfer window....   I’m not panic buying, you are!    https://t.co/Z9FF6tzbWO"
129,1229577461437878278,1229407186557833218,2020-02-18,09:24:45,14471806,ben_rolfe,Ben Rolfe,,"@loigloo @mlipsitch @AmeshAA The response here in Singapore is very methodical. Gov. narrative changed yesterday: Whatsapp to nation “COVID-19 is likely to spread around the world &amp; here. We must be prepared for this”. We have seen widespread panic buying in recent days, now calm. SG is the gold standard IMO",en,[],[],[],0,0,0,[],https://twitter.com/ben_rolfe/status/1229577461437878278,0,"[{'screen_name': 'loigloo', 'name': 'loigloo', 'id': '22483842'}, {'screen_name': 'mlipsitch', 'name': 'Marc Lipsitch', 'id': '75937326'}, {'screen_name': 'AmeshAA', 'name': 'Amesh Adalja', 'id': '227429355'}]","['respons', 'singapor', 'method', 'gov', 'narr', 'chang', 'yesterday', 'whatsapp', 'nation', 'like', 'spread', 'around', 'world', 'amp', 'must', 'prepar', 'seen', 'widespread', 'panic', 'buy', 'recent', 'day', 'calm', 'sg', 'gold', 'standard', 'imo']","@loigloo @mlipsitch @AmeshAA The response here in Singapore is very methodical. Gov. narrative changed yesterday: Whatsapp to nation “COVID-19 is likely to spread around the world &amp; here. We must be prepared for this”. We have seen widespread panic buying in recent days, now calm. SG is the gold standard IMO"
130,1228859776332787712,1228859776332787712,2020-02-16,09:52:56,121646471,waynegkline,Wayne Kline,,"Sunday Latte while waiting for Groceries delivery, which is still a 7 day lead time! #sunday #latte #panicbuying #wayneshome #singapore  https://t.co/IIvzybwPkg",en,[],[],['https://pbs.twimg.com/media/EQ3Jc2OUYAAp2yS.jpg'],1,0,1,"['sunday', 'latte', 'panicbuying', 'wayneshome', 'singapore']",https://twitter.com/WayneGKline/status/1228859776332787712,1,[],"['sunday', 'latt', 'wait', 'groceri', 'deliveri', 'still', 'day', 'lead', 'time']","Sunday Latte while waiting for Groceries delivery, which is still a 7 day lead time! #sunday #latte #panicbuying #wayneshome #singapore  https://t.co/IIvzybwPkg"
131,1228634571127656449,1228620076854599682,2020-02-15,18:58:03,1482348127,mferrisn,M.Faris.N,,@QweenSativaa It’s the boomer panic buying.,en,[],[],[],0,1,1,[],https://twitter.com/MFerrisN/status/1228634571127656449,0,"[{'screen_name': 'QweenSativaa', 'name': '♦La Tosca 💀', 'id': '50233120'}]","['boomer', 'panic', 'buy']",@QweenSativaa It’s the boomer panic buying.
132,1226734838385803264,1226734838385803264,2020-02-10,13:09:11,68365963,inverselyfallin,Jhaynne Santiago,,"Alms, alms, alms give me 5kg of jasmine rice. #panicbuying #nCoV #wuHunt #SingaporeTogether   #whereonearthismj  https://t.co/7JKvi7gGZP",en,[],[],['https://pbs.twimg.com/media/EQY81E6UEAEKIJ4.jpg'],2,3,4,"['panicbuying', 'ncov', 'wuhunt', 'singaporetogether', 'whereonearthismj']",https://twitter.com/inverselyfallin/status/1226734838385803264,1,[],"['alm', 'alm', 'alm', 'give', 'jasmin', 'rice']","Alms, alms, alms give me 5kg of jasmine rice. #panicbuying #nCoV #wuHunt #SingaporeTogether   #whereonearthismj  https://t.co/7JKvi7gGZP"
133,1226719848320815104,1226719848320815104,2020-02-10,12:09:37,46369896,udibenson,uncle roger,,"You know what’s worse than seeing aunties and uncles panic buying in almost every damn market? Seeing the millennials doing the same fucking thing. they’re normalising this behaviour dude wtf I’m ready to fight la, period.",en,[],[],[],0,1,0,[],https://twitter.com/UdiBenson/status/1226719848320815104,0,[],"['know', 'wors', 'see', 'aunti', 'uncl', 'panic', 'buy', 'almost', 'everi', 'damn', 'market', 'see', 'millenni', 'fuck', 'thing', 'normalis', 'behaviour', 'dude', 'wtf', 'readi', 'fight', 'la', 'period']","You know what’s worse than seeing aunties and uncles panic buying in almost every damn market? Seeing the millennials doing the same fucking thing. they’re normalising this behaviour dude wtf I’m ready to fight la, period."
135,1226403582762569728,1226403582762569728,2020-02-09,15:12:54,61984753,danogunshakin,Dan Ogunshakin,,Oddest thing about the panic buying in Singapore due to the Coronavirus? No spring onions! #coronavirussingapore,en,[],[],[],4,0,4,['coronavirussingapore'],https://twitter.com/DanOgunshakin/status/1226403582762569728,0,[],"['oddest', 'thing', 'panic', 'buy', 'singapor', 'due', 'coronaviru', 'spring', 'onion']",Oddest thing about the panic buying in Singapore due to the Coronavirus? No spring onions! #coronavirussingapore
136,1226334159334866944,1226021292400242689,2020-02-09,10:37:02,14671843,dreampipe,dreampipe :: the 🔴 fanboi,,@slangille It’s not great but too much panic buying is the main gripe at the moment,en,[],[],[],0,0,0,[],https://twitter.com/dreampipe/status/1226334159334866944,0,"[{'screen_name': 'slangille', 'name': 'stew langille', 'id': '9263582'}]","['great', 'much', 'panic', 'buy', 'main', 'gripe', 'moment']",@slangille It’s not great but too much panic buying is the main gripe at the moment
137,1226157584023007232,1226157584023007232,2020-02-08,22:55:23,1007232038,yapcaleb,Caleb Yap Yongwei,"{'type': 'Point', 'coordinates': [1.31864099, 103.89390589]}","Meanwhile at Paya Lebar NTUC... years from now we are going to be laughing about this coronavirus panic-buying, and all the funny things our countrymen do. @ SingPost Centre  https://t.co/MjQD7sweL4",en,[],['https://www.instagram.com/p/B8T1xMQH5h8CtUwP8Uo44gI6eFT7gUa3Y6B4YA0/?igshid=1xis5sqlzh33p'],[],0,0,0,[],https://twitter.com/yapcaleb/status/1226157584023007232,0,[],"['meanwhil', 'paya', 'lebar', 'ntuc', 'year', 'go', 'laugh', 'coronaviru', 'funni', 'thing', 'countrymen', 'singpost', 'centr']","Meanwhile at Paya Lebar NTUC... years from now we are going to be laughing about this coronavirus panic-buying, and all the funny things our countrymen do. @ SingPost Centre  https://t.co/MjQD7sweL4"
139,1226064652704079872,1226064652704079872,2020-02-08,16:46:07,121646471,waynegkline,Wayne Kline,,Absolute madness in the Supermarket. Apparently much worse this morning. Thankfully I did not have to go in. #tanglinmall #panicbuying #Singapore  https://t.co/bwyW4TEUJp,en,[],[],['https://pbs.twimg.com/media/EQPbTOQU0AUUbPf.jpg'],0,0,1,"['tanglinmall', 'panicbuying', 'singapore']",https://twitter.com/WayneGKline/status/1226064652704079872,1,[],"['absolut', 'mad', 'supermarket', 'appar', 'much', 'wors', 'morn', 'thank', 'go']",Absolute madness in the Supermarket. Apparently much worse this morning. Thankfully I did not have to go in. #tanglinmall #panicbuying #Singapore  https://t.co/bwyW4TEUJp
140,1226064526040158209,1226064526040158209,2020-02-08,16:45:36,291501820,yijunian,yijunian 江毅俊,,"this. should’ve known that it’s not “panic buying” at fault here. i mean, what’s the use of all that toilet paper if people were truly scared shitless? 💁🏻‍♂️  https://t.co/sjrwT1th80",en,[],['https://drury-sussex-the-crowd.blogspot.com/2012/03/logic-of-panic-buying.html?m=1'],[],0,0,1,[],https://twitter.com/yijunian/status/1226064526040158209,0,[],"['known', 'panic', 'buy', 'fault', 'mean', 'use', 'toilet', 'paper', 'peopl', 'truli', 'scare', 'shitless']","this. should’ve known that it’s not “panic buying” at fault here. i mean, what’s the use of all that toilet paper if people were truly scared shitless? :man_tipping_hand_light_skin_tone:  https://t.co/sjrwT1th80"
