,Unnamed: 0,Unnamed: 0.1,name,comment,processed_comment,emoji_decoded_comment
97,97,8,eternalssiva,🌳🌹🌹🌺✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕☕📿💍💄💟👄💑🎂🎇💖💙💘🌳🌹🌺✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄💟👄💑🎂💖💙💘🌳🌹🌺✍🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄💑🎂🎇💖💙💘💖💙💘💖💙💖💙💘💖💙💘💖💙💘💖💙💘💖💙💘💖💙💘,[],:deciduous_tree::rose::rose::hibiscus::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::hot_beverage::prayer_beads::ring::lipstick::heart_decoration::mouth::couple_with_heart::birthday_cake::sparkler::sparkling_heart::blue_heart::heart_with_arrow::deciduous_tree::rose::hibiscus::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::heart_decoration::mouth::couple_with_heart::birthday_cake::sparkling_heart::blue_heart::heart_with_arrow::deciduous_tree::rose::hibiscus::writing_hand::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::couple_with_heart::birthday_cake::sparkler::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow:
98,98,9,rafi_b_ms,I know how much you love us,"['know', 'much', 'love', 'us']",I know how much you love us
99,99,10,_chris0809,Thank you🙏,['thank'],Thank you:folded_hands:
100,100,11,vijibizi,How will i know when to go for vaccination?,"['know', 'go', 'vaccin']",How will i know when to go for vaccination?
101,101,12,seetha.lakshmi.1023611,🌺🌺🙏,[],:hibiscus::hibiscus::folded_hands:
102,102,13,x._.suck_in_editin._.x,What about kids below 20,['kid'],What about kids below 20
103,103,14,catherinechuagek,Honour parents and elders and we will see long lives ! Wonderful to take care of the vulnerable in our community 👏😍😍❤️,"['honour', 'parent', 'elder', 'see', 'long', 'live', 'wonder', 'take', 'care', 'vulner', 'commun']",Honour parents and elders and we will see long lives ! Wonderful to take care of the vulnerable in our community :clapping_hands::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:
104,104,15,youchoong,Thank you for caring of Singaporeans SG 👏👏👏👏👏👏🏻👏🏻👏👏👏👏👏********,"['thank', 'care', 'singaporean', 'sg']",Thank you for caring of Singaporeans SG :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:********
105,105,16,cherrytan7886,Why never protect yr wife by vaccination??,"['never', 'protect', 'yr', 'wife', 'vaccin']",Why never protect yr wife by vaccination??
106,106,17,x._.cheeku._.x,Best PM❤️🇸🇬,"['best', 'pm']",Best PM:red_heart::Singapore:
107,107,18,disastrous_monk,感恩 感谢 感激,[],感恩 感谢 感激
108,108,19,teikpenglim.1974,❤️❤️❤️❤️❤️,[],:red_heart::red_heart::red_heart::red_heart::red_heart:
109,109,20,m_wedding_creation,😍🙏😍,[],:smiling_face_with_heart-eyes::folded_hands::smiling_face_with_heart-eyes:
110,110,21,dhunt6458,way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.,"['way', 'go', 'take', 'safe', 'measur', 'prevent', 'recurr', 'wonder', 'allow', 'mp', 'commun', 'leader', 'go', 'hous', 'hous', 'cni', 'wish', 'gift', 'nice', 'gestur', 'wrong', 'move']",way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.
111,111,22,dhunt6458,way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.,"['way', 'go', 'take', 'safe', 'measur', 'prevent', 'recurr', 'wonder', 'allow', 'mp', 'commun', 'leader', 'go', 'hous', 'hous', 'cni', 'wish', 'gift', 'nice', 'gestur', 'wrong', 'move']",way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.
112,112,23,dhunt6458,way to go! we are continuing safe measures to prevent a recurrence. i am surprised why MPs and community leaders have been visiting HDB house to house with CNY wishes and gifts. yes they were wearing masks but not all the residents were. it just takes one .... just my worry,"['way', 'go', 'continu', 'safe', 'measur', 'prevent', 'recurr', 'surpris', 'mp', 'commun', 'leader', 'visit', 'hdb', 'hous', 'hous', 'cni', 'wish', 'gift', 'ye', 'wear', 'mask', 'resid', 'take', 'one', 'worri']",way to go! we are continuing safe measures to prevent a recurrence. i am surprised why MPs and community leaders have been visiting HDB house to house with CNY wishes and gifts. yes they were wearing masks but not all the residents were. it just takes one .... just my worry
113,113,0,heizenberg_el_chino,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
114,114,1,janetankoe,👍👍👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:
115,115,2,hmahaud07,❤️👏,[],:red_heart::clapping_hands:
116,116,3,hyunjinkimofficial,💖💖💖👏🏼👏🏼👏🏼,[],:sparkling_heart::sparkling_heart::sparkling_heart::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone:
117,117,4,preeti.rmukul,Amazing care shown towards Singaporeans. Filled with immense gratitude. Proud & blessed Singaporean.🙏🇸🇬🇸🇬,"['amaz', 'care', 'shown', 'toward', 'singaporean', 'fill', 'immens', 'gratitud', 'proud', 'bless', 'singaporean']",Amazing care shown towards Singaporeans. Filled with immense gratitude. Proud & blessed Singaporean.:folded_hands::Singapore::Singapore:
118,118,5,cygwins,🙏🙏🙏,[],:folded_hands::folded_hands::folded_hands:
119,119,6,rhianty_dewwi,Amazing,['amaz'],Amazing
120,120,7,melwu5057,Now they have to make another vaccine for the valarnt virus,"['make', 'anoth', 'vaccin', 'valarnt', 'viru']",Now they have to make another vaccine for the valarnt virus
121,121,8,hansrijndorp,👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up:
122,122,9,esmaeilikarin,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,[],:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
123,123,10,kinsquare,Yeah!!,['yeah'],Yeah!!
124,124,11,roger.tan.182,Vaccines won't cure.don't be so happy😢😢,"['vaccin', 'wo', 'happi']",Vaccines won't cure.don't be so happy:crying_face::crying_face:
125,125,12,bythaqif,👍👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up::thumbs_up:
126,126,13,boss__shah,@nmci6493,[],@nmci6493
127,127,14,my66teng,Well co-ordinated....👍,['well'],Well co-ordinated....:thumbs_up:
128,128,15,sg_deluxe_launches,bit.ly/D10StarBuy 👏👏👏,[],bit.ly/D10StarBuy :clapping_hands::clapping_hands::clapping_hands:
129,129,0,eastanglianmaple,👍,[],:thumbs_up:
130,130,1,schulte1974,When can I get it ? Thanks for keeping Singapore so safe🙏,"['get', 'thank', 'keep', 'singapor', 'safe']",When can I get it ? Thanks for keeping Singapore so safe:folded_hands:
131,131,2,finnk925,👏👏,[],:clapping_hands::clapping_hands:
132,132,3,finnk925,👏👏,[],:clapping_hands::clapping_hands:
133,133,4,gyn2029,👍,[],:thumbs_up:
134,134,5,mingkechen,I would like to ask when they conducting the tests how many of them are asians? And why there are people who had vaccinated fall down ( one of the nurse in USA) I don’t want to challenge with the gov but I really want to know more data instead of these ( things can just be found online .....),"['would', 'like', 'ask', 'conduct', 'test', 'mani', 'asian', 'peopl', 'vaccin', 'fall', 'one', 'nurs', 'usa', 'want', 'challeng', 'gov', 'realli', 'want', 'know', 'data', 'instead', 'thing', 'found', 'onlin']",I would like to ask when they conducting the tests how many of them are asians? And why there are people who had vaccinated fall down ( one of the nurse in USA) I don’t want to challenge with the gov but I really want to know more data instead of these ( things can just be found online .....)
135,135,6,pr_aloysius,Some naysayers are apprehensive.....,"['naysay', 'apprehens']",Some naysayers are apprehensive.....
136,136,7,william_88_,Moderna?,['moderna'],Moderna?
137,137,8,philip_yong2,👍,[],:thumbs_up:
138,138,9,rikejokanan,@inalasta,[],@inalasta
139,139,10,twinflower.butterfly,🤗,[],:hugging_face:
140,140,11,dennet_jade,@jadeeeh.vallehh @dennetnet @janet.valle,[],@jadeeeh.vallehh @dennetnet @janet.valle
141,141,12,zack17zheng,Are there any long term side effects from this vaccine? Probably cant be answered because there have not been any evidence yet 😔,"['long', 'term', 'side', 'effect', 'vaccin', 'probabl', 'cant', 'answer', 'evid', 'yet']",Are there any long term side effects from this vaccine? Probably cant be answered because there have not been any evidence yet :pensive_face:
142,142,13,imback.bitchesss,Safe or not im still not taking any of that thing hahahahaha,"['safe', 'im', 'still', 'take', 'thing', 'hahahahaha']",Safe or not im still not taking any of that thing hahahahaha
143,143,14,imback.bitchesss,"Nahhh . Im not taking any vaccines ,. Not happy ? Want to fine ? Classic lah singapore everything money hahahhahaa","['nahhh', 'im', 'take', 'vaccin', 'happi', 'want', 'fine', 'classic', 'lah', 'singapor', 'everyth', 'money', 'hahahhahaa']","Nahhh . Im not taking any vaccines ,. Not happy ? Want to fine ? Classic lah singapore everything money hahahhahaa"
144,144,15,sandai_fitness,Propaganda....😢,['propaganda'],Propaganda....:crying_face:
145,145,0,quarantino_cuppercino,Then when can take out mask ah…,"['take', 'mask']",Then when can take out mask ah…
146,146,1,heizenberg_el_chino,Till we reach herd immunity I reckon,"['till', 'reach', 'herd', 'immun', 'reckon']",Till we reach herd immunity I reckon
147,147,2,namnahessal,"Some say that this social distancing never end, it's so called new normal","['say', 'social', 'distanc', 'never', 'end', 'call', 'new', 'normal']","Some say that this social distancing never end, it's so called new normal"
148,148,3,martinng5885,If the more infectious variant goes into community it will spread like wildfire 🔥🔥 🔥protect the borders and happy lunar new year 🧧,"['infecti', 'variant', 'goe', 'commun', 'spread', 'like', 'wildfir', 'protect', 'border', 'happi', 'lunar', 'new', 'year']",If the more infectious variant goes into community it will spread like wildfire :fire::fire: :fire:protect the borders and happy lunar new year :red_envelope:
149,149,4,prakashyeshprakashyesh,"𝘿𝙤𝙣'𝙩 𝙨𝙞𝙩 𝙗𝙖𝙘𝙠 𝙬𝙞𝙩𝙝𝙤𝙪𝙩 𝙩𝙧𝙖𝙙𝙞𝙣𝙜 𝙛𝙤𝙧𝙚𝙭, 𝙄 𝙝𝙖𝙫𝙚 𝙚𝙖𝙧𝙣𝙚𝙙 𝙤𝙫𝙚𝙧 15,000 𝙐𝙎𝘿 𝙖𝙣𝙙 𝙢𝙤𝙧𝙚 𝙛𝙧𝙤𝙢 𝙩𝙧𝙖𝙙𝙞𝙣𝙜 𝙁𝙊𝙍𝙀𝙓.... 𝙖𝙡𝙡 𝙩𝙝𝙖𝙣𝙠𝙨 𝙮𝙤𝙪 𝙖𝙣𝙙 𝙮𝙤𝙪𝙧 𝙩𝙚𝙖𝙢 𝙛𝙤𝙧 𝙮𝙤𝙪𝙧 𝙩𝙧𝙪𝙨𝙩 𝙖𝙣𝙙 𝙝𝙤𝙣𝙚𝙨𝙩𝙮 @𝙢𝙖𝙧𝙠𝙤_𝙛𝙭𝙩 💪",[],"𝘿𝙤𝙣'𝙩 𝙨𝙞𝙩 𝙗𝙖𝙘𝙠 𝙬𝙞𝙩𝙝𝙤𝙪𝙩 𝙩𝙧𝙖𝙙𝙞𝙣𝙜 𝙛𝙤𝙧𝙚𝙭, 𝙄 𝙝𝙖𝙫𝙚 𝙚𝙖𝙧𝙣𝙚𝙙 𝙤𝙫𝙚𝙧 15,000 𝙐𝙎𝘿 𝙖𝙣𝙙 𝙢𝙤𝙧𝙚 𝙛𝙧𝙤𝙢 𝙩𝙧𝙖𝙙𝙞𝙣𝙜 𝙁𝙊𝙍𝙀𝙓.... 𝙖𝙡𝙡 𝙩𝙝𝙖𝙣𝙠𝙨 𝙮𝙤𝙪 𝙖𝙣𝙙 𝙮𝙤𝙪𝙧 𝙩𝙚𝙖𝙢 𝙛𝙤𝙧 𝙮𝙤𝙪𝙧 𝙩𝙧𝙪𝙨𝙩 𝙖𝙣𝙙 𝙝𝙤𝙣𝙚𝙨𝙩𝙮 @𝙢𝙖𝙧𝙠𝙤_𝙛𝙭𝙩 :flexed_biceps:"
150,150,5,0341223_faw,"Lol I cant take the vaccine, im still a kid","['lol', 'cant', 'take', 'vaccin', 'im', 'still', 'kid']","Lol I cant take the vaccine, im still a kid"
